ChannelId|Blah|Date|Time|GatewayId|Service
IB|100|4/09/2015|11:53:26 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:26 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:26 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:26 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:26 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:26 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:26 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:26 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:27 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:27 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:27 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:28 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:28 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:28 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:29 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:29 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:30 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:53:30 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:30 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:30 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:31 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:31 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:53:31 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:53:31 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:31 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:32 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:32 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:33 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:33 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:33 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:33 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:33 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:34 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:34 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:34 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:34 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:34 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:53:34 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:34 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:34 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:34 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:34 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:34 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:35 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:35 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:36 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:36 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:36 a.m.|Gateway1|GetTDs
IB|100|4/09/2015|11:53:37 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:53:37 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:38 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:38 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:38 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:38 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:39 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:39 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:39 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:39 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:39 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:39 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:40 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:40 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:40 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:40 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:40 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:40 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:40 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:40 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:41 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:41 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:53:41 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:53:41 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:53:41 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:53:41 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:53:41 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:41 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:42 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:42 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:42 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:53:42 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:42 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:42 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:42 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:42 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:42 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:42 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:42 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:43 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:43 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:43 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:43 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:43 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:44 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:44 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:44 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:44 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:45 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:45 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:46 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:46 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:46 a.m.|Gateway2|ChangeAP
IB|100|4/09/2015|11:53:46 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:46 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:46 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:46 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:46 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:46 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:46 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:47 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:53:47 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:53:47 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:47 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:48 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:48 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:48 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:48 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:48 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:48 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:53:49 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:49 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:49 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:49 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:49 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:49 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:50 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:53:50 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:50 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:50 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:50 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:50 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:50 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:50 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:51 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:51 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:52 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:52 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:52 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:52 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:52 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:53 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:53 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:53 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:53 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:53 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:53 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:53:53 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:53 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:53 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:53 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:54 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:54 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:54 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:54 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:54 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:54 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:54 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:54 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:54 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:55 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:53:55 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:55 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:55 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:55 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:55 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:56 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:56 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:56 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:53:56 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:57 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:53:57 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:57 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:53:57 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:57 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:57 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:58 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:58 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:58 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:58 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:58 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:53:58 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:53:58 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:59 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:53:59 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:59 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:53:59 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:53:59 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:53:59 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:00 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:54:00 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:00 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:00 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:00 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:00 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:54:00 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:01 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:01 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:01 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:01 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:54:01 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:01 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:54:02 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:02 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:03 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:03 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:03 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:03 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:03 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:03 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:54:04 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:54:04 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:04 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:04 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:54:04 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:04 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:04 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:04 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:05 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:05 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:05 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:05 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:05 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:54:05 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:06 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:08 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:09 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:10 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:10 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:10 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:10 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:10 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:54:11 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:11 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:54:11 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:11 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:11 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:12 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:12 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:54:12 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:12 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:13 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:13 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:54:13 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:13 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:13 a.m.|Gateway1|GetCards
IB|100|4/09/2015|11:54:14 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:14 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:14 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:14 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:14 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:15 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:54:15 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:15 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:15 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:15 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:15 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:15 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:15 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:15 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:16 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:16 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:16 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:16 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:16 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:54:16 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:16 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:16 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:16 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:16 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetCustomerLinks
IB|100|4/09/2015|11:54:17 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:17 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:17 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:54:17 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:18 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:18 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:18 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:18 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:18 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:18 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:19 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:19 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:19 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:19 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:20 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:21 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:22 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:22 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:22 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:23 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:23 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:23 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:23 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:23 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:23 a.m.|Gateway1|GetPayees
IB|100|4/09/2015|11:54:23 a.m.|Gateway1|GetLoans
IB|100|4/09/2015|11:54:24 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:24 a.m.|Gateway2|GetTransactions
IB|100|4/09/2015|11:54:25 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:25 a.m.|Gateway1|GetAuths
IB|100|4/09/2015|11:54:25 a.m.|Gateway2|GetAccounts
IB|100|4/09/2015|11:54:25 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:25 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:25 a.m.|Gateway2|GetCustomerLinks
IB|100|4/09/2015|11:54:25 a.m.|Gateway2|GetBalances
IB|100|4/09/2015|11:54:26 a.m.|Gateway2|Transfer
IB|100|4/09/2015|11:54:26 a.m.|Gateway1|GetAccounts
IB|100|4/09/2015|11:54:26 a.m.|Gateway2|GetAccounts
